district,address,area,orientation,room,living,bathroom,floor,rent,
中山,石岐区,114,南,3,2,1,7,2200,
中山,石岐区,43,南北,3,2,2,9,2200,
中山,东区,42,东南,1,1,1,26,2200,
中山,南区,93,东南,3,2,1,33,2200,
中山,火炬,117,南北,4,2,2,33,2200,
中山,火炬,116,南,3,2,2,33,2200,
中山,石岐区,88,北,3,1,1,18,2200,
中山,石岐区,115,南,3,2,2,35,2200,
中山,火炬,115,南北,3,2,2,24,2200,
中山,东区,64,东南,1,1,1,33,2200,
中山,南朗镇,120,南,3,2,2,33,2200,
中山,西区,89.46,北,3,2,2,16,2200,
中山,沙溪镇,88,南,3,2,2,29,2200,
中山,坦洲镇,85.11,南,3,2,1,18,2150,
中山,沙溪镇,87.1,南,2,2,1,15,2100,
中山,东区,100,南,3,2,2,11,2100,
中山,坦洲镇,90,东北,3,2,1,11,2100,
中山,坦洲镇,120,东南,3,2,2,33,2100,
中山,火炬,101,南,3,2,2,31,2100,
中山,沙溪镇,91,南,3,2,1,15,2100,
中山,西区,110,南,3,2,2,30,2100,
中山,港口镇,124.37,南,3,2,2,18,2100,
中山,南朗镇,119.05,南北,3,2,2,33,2100,
中山,火炬,116,南,3,2,2,27,2100,
中山,火炬,98,南,3,2,2,31,2100,
中山,坦洲镇,105,东,3,2,1,17,2100,
中山,火炬,95,南,3,2,2,26,2100,
中山,东区,93,南北,3,2,1,26,2100,
中山,沙溪镇,77,南,2,2,1,18,2100,
中山,东区,89,南,2,2,1,32,2100,
中山,西区,125,北,3,2,2,9,2100,
中山,沙溪镇,94,东南,3,2,2,33,2100,
中山,坦洲镇,94,南,3,2,1,18,2100,
中山,民众镇,87,西北,3,2,1,18,2100,
中山,坦洲镇,90,北,3,2,2,32,2100,
中山,南区,115,西南,3,2,2,17,2100,
中山,沙溪镇,115.05,南,3,2,2,23,2100,
中山,横栏镇,90,南,3,2,2,17,2100,
中山,东区,100,南,2,2,1,12,2100,
中山,三角镇,93,南,3,2,2,17,2100,
中山,火炬,125,南,3,2,2,34,2100,
中山,石岐区,112.7,南,3,2,2,6,2100,
中山,东区,82,东南,3,2,1,7,2100,
中山,西区,41.1,南,2,1,1,16,2100,
中山,坦洲镇,110.06,南,3,2,2,11,2100,
中山,西区,75,南,2,2,1,27,2100,
中山,横栏镇,126,西南,3,2,2,14,2100,
中山,石岐区,93,东,3,2,1,11,2100,
中山,南头镇,115,南,3,2,2,18,2100,
中山,港口镇,133,南北,3,2,2,32,2100,
中山,港口镇,121,东南,3,2,2,28,2100,
中山,板芙镇,126,北,3,2,2,26,2100,
中山,沙溪镇,78.5,西,3,2,2,11,2000,
中山,坦洲镇,120,东南,3,2,2,18,2000,
中山,火炬,105.85,南,3,2,2,15,2000,
中山,火炬,130,南北,4,2,2,11,2000,
中山,南朗镇,116,西南,3,2,2,28,2000,
中山,港口镇,102,南,3,2,1,32,2000,
中山,西区,120,南,3,2,2,28,2000,
中山,西区,126,南北,3,2,2,32,2000,
中山,沙溪镇,103,南,3,2,2,8,2000,
中山,坦洲镇,70,东南,2,2,1,12,2000,
中山,南头镇,107,南,3,2,2,30,2000,
中山,火炬,95,西南,3,2,2,7,2000,
中山,东区,52,南,1,1,1,28,2000,
中山,三角镇,115,南,4,2,2,17,2000,
中山,沙溪镇,51.39,北,3,1,2,21,2000,
中山,火炬,125,南,3,1,2,34,2000,
中山,南区,89,南,3,2,1,32,2000,
中山,东区,130,南,3,2,2,7,2000,
中山,坦洲镇,105,西北,3,2,2,30,2000,
中山,沙溪镇,106,北,3,2,2,24,2000,
中山,东区,100,南,2,2,1,18,2000,
中山,沙溪镇,51.39,北,3,2,2,21,2000,
中山,坦洲镇,120,南,3,2,2,18,2000,
中山,东升镇,124,南,3,2,2,18,2000,
中山,南朗镇,120,南,3,2,2,33,2000,
中山,阜沙镇,105,南,3,2,2,16,2000,
中山,坦洲镇,76,南,2,2,2,18,2000,
中山,坦洲镇,61,南,3,2,2,32,2000,
中山,火炬,90,南,3,2,2,6,2000,
中山,黄圃镇,100,南,3,2,1,11,2000,
中山,坦洲镇,61.49,东南,2,2,2,32,2000,
中山,南区,32.12,南,2,1,2,21,2000,
中山,三角镇,96,南,3,2,2,33,2000,
中山,沙溪镇,121,南,4,2,2,15,2000,
中山,坦洲镇,121,西北,3,2,2,18,2000,
中山,坦洲镇,90,北,3,2,2,32,2000,
中山,西区,89,南,2,2,1,27,2000,
中山,火炬,126,南,4,2,2,32,2000,
中山,坦洲镇,99,南,3,2,1,29,2000,
中山,东区,68,南,2,1,1,18,2000,
中山,小榄镇,87.17,东南,2,1,1,30,2000,
中山,横栏镇,100,南,3,2,2,18,2000,
中山,石岐区,113,西南,3,2,2,32,2000,
中山,石岐区,113,南,3,2,2,32,2000,
中山,坦洲镇,92,南,3,2,2,18,2000,
中山,沙溪镇,51,南,3,1,2,21,2000,
中山,南区,93,南,3,2,1,33,2000,
中山,南区,90,西南,3,2,2,32,2000,
中山,南区,90.22,北,2,2,1,33,2000,
中山,三乡镇,141.76,东南,4,2,2,17,2000,
中山,东凤镇,93,南,3,2,2,25,2000,
中山,东升镇,134,东南,4,2,2,18,2000,
中山,坦洲镇,160,东北,3,2,3,23,2000,
中山,板芙镇,104,南,3,1,2,11,2000,
中山,火炬,107,南,3,2,2,18,2000,
中山,西区,39,东,1,1,1,25,2000,
中山,火炬,82,南,2,2,1,10,2000,
中山,阜沙镇,110,南,3,2,2,18,2000,
中山,西区,149,南,3,2,1,21,2000,
中山,坦洲镇,111,东南,3,2,2,17,2000,
中山,火炬,110,东南,3,2,2,7,2000,
中山,东升镇,110,东南,3,2,2,25,2000,
中山,火炬,97,南,3,1,1,31,2000,
中山,南区,72,南,2,1,1,16,2000,
中山,东区,50,南,1,1,1,28,2000,
中山,东区,115,南,3,2,2,11,2000,
中山,石岐区,183.9,南北,4,2,3,6,2000,
中山,石岐区,56.65,东南,1,1,1,24,2000,
中山,南朗镇,112.43,南,3,2,2,33,2000,
中山,石岐区,41,南,1,1,1,25,2000,
中山,三乡镇,142.26,东南,4,2,2,34,2000,
中山,古镇镇,68,东南,2,1,1,19,2000,
中山,坦洲镇,106,东南,3,2,2,17,2000,
中山,港口镇,89.7,南,3,2,2,34,2000,
中山,港口镇,102.9,南,3,2,2,17,2000,
中山,沙溪镇,105,南,3,2,2,11,2000,
中山,横栏镇,90,南北,3,2,2,18,2000,
中山,东区,90,南北,3,1,1,28,2000,
中山,石岐区,50,南,2,1,1,23,2000,
中山,火炬,110,东,3,2,2,34,2000,
中山,石岐区,62,南,2,1,1,8,2000,
中山,横栏镇,98,西南,3,2,2,17,2000,
中山,横栏镇,79,南北,2,2,1,24,2000,
中山,火炬,118,南,3,2,2,11,2000,
中山,三乡镇,110,南,3,2,2,11,2000,
中山,东区,75,南,2,1,1,7,2000,
中山,火炬,125,南,3,2,2,31,2000,
中山,港口镇,49,南,2,1,1,17,2000,
中山,东凤镇,96,南,3,2,2,17,2000,
中山,东区,84,东南,2,2,2,11,2000,
中山,火炬,78.52,南,4,2,2,6,2000,
中山,东区,88.47,西,2,2,2,9,2000,
中山,南区,109,南,3,2,2,9,2000,
中山,南区,90,南,2,2,1,33,2000,
中山,沙溪镇,139,南,5,2,2,6,2000,
中山,火炬,84.23,南,2,2,2,31,2000,
中山,石岐区,95,北,2,2,2,10,2000,
中山,火炬,115,北,3,2,2,11,2000,
中山,沙溪镇,120,南,3,2,2,18,2000,
中山,三角镇,94.71,东南,3,2,1,20,2000,
中山,东区,101,东西,3,2,2,7,2000,
中山,火炬,85,东北,3,2,1,35,2000,
中山,南区,78,北,3,2,1,32,2000,
中山,西区,92,南,3,2,1,31,2000,
中山,西区,139,南北,4,2,2,7,2000,
中山,东区,130,南,3,2,2,7,2000,
中山,东区,47,南,1,1,1,19,2000,
中山,三乡镇,116.14,南,3,2,2,33,2000,
中山,阜沙镇,88,西北,3,2,2,25,2000,
中山,东区,91,南,3,2,1,15,2000,
中山,东凤镇,74,南,5,2,2,15,2000,
中山,火炬,112,南,3,2,2,31,2000,
中山,石岐区,132,南北,4,2,2,6,2000,
中山,东凤镇,71.18,西南,2,2,2,30,2000,
中山,火炬,108,东南,3,2,2,11,2000,
中山,火炬,89,东南,3,2,2,30,2000,
中山,南朗镇,116,南北,3,2,2,30,2000,
中山,石岐区,55,南,1,1,1,24,2000,
中山,火炬,123.4,南,4,2,2,6,2000,
中山,阜沙镇,89,北,3,2,2,11,2000,
中山,东升镇,107,南,3,2,2,17,2000,
中山,港口镇,133,南,3,2,2,33,2000,
中山,坦洲镇,126,北,3,2,2,18,2000,
中山,东区,85.1,南,3,2,1,7,2000,
中山,南区,119,南北,3,1,2,16,2000,
中山,石岐区,105,东南,3,2,2,11,2000,
中山,沙溪镇,51,南,3,1,2,22,2000,
中山,东凤镇,96.06,南,3,2,2,32,2000,
中山,西区,98,东南,3,2,2,31,2000,
中山,南朗镇,116,南北,3,2,2,28,2000,
中山,横栏镇,120,北,3,2,2,18,2000,
中山,南头镇,86,南,3,2,1,27,2000,
中山,板芙镇,103,南,3,2,2,18,2000,
中山,南头镇,105,南,3,2,1,30,2000,
中山,南区,79,南,2,2,1,32,2000,
中山,火炬,146,南北,4,2,2,18,2000,
中山,沙溪镇,80,南,2,1,1,11,2000,
中山,三角镇,130,南,3,2,2,11,2000,
中山,石岐区,83,南,2,2,1,18,2000,
中山,坦洲镇,121,东南,3,2,2,29,2000,
中山,沙溪镇,89,南,2,1,1,31,2000,
中山,火炬,87.06,南,2,2,1,31,2000,
中山,西区,96.63,南北,3,2,2,26,2000,
中山,火炬,113,北,3,2,2,18,2000,
中山,南区,95,南北,3,1,1,17,2000,
中山,港口镇,114.84,东南,3,2,2,30,2000,
中山,三角镇,97,南,3,1,2,32,2000,
中山,火炬,89,南,3,2,2,34,2000,
中山,西区,89,北,3,2,1,33,2000,
中山,火炬,91,南,3,2,1,32,2000,
中山,南朗镇,133,东南,3,2,2,32,2000,
中山,石岐区,94,东,3,1,2,10,2000,
中山,南区,83.82,北,3,2,1,28,2000,
中山,南朗镇,135,南,4,2,2,33,2000,
中山,火炬,113,南,3,2,2,31,2000,
中山,东凤镇,117,东南,4,2,2,31,2000,
中山,东区,60,东,1,1,1,29,2000,
中山,坦洲镇,118,南,3,2,2,27,2000,
中山,南区,106,东南,3,2,2,32,2000,
中山,沙溪镇,93,西南,2,2,1,24,2000,
中山,板芙镇,89,东南,3,2,2,26,2000,
中山,沙溪镇,89,东南,3,2,1,32,2000,
中山,火炬,125,南北,3,2,2,17,2000,
中山,坦洲镇,82,东南,2,2,1,28,2000,
中山,东区,100,东,2,1,1,5,2000,
中山,坦洲镇,87,东南,3,2,1,31,2000,
中山,火炬,90,北,3,2,2,33,2000,
中山,南区,87.61,南,3,1,1,17,2000,
中山,港口镇,135.6,东南,3,2,2,6,2000,
中山,石岐区,112,南,2,2,2,11,2000,
中山,阜沙镇,120,南北,4,2,2,26,2000,
中山,横栏镇,90,南,2,2,1,18,2000,
中山,港口镇,89,南,3,2,2,29,2000,
中山,三乡镇,116,东南,3,2,2,31,2000,
中山,坦洲镇,89,东南,3,2,1,32,2000,
中山,坦洲镇,87,南,3,2,1,17,2000,
中山,火炬,88,东,3,2,1,30,2000,
中山,火炬,131,南,3,2,2,25,2000,
中山,火炬,118,西北,4,2,2,15,2000,
中山,石岐区,116,北,2,2,2,18,2000,
中山,东区,70,南,2,2,1,5,2000,
中山,黄圃镇,117,南,3,2,2,18,2000,
中山,火炬,90,北,3,2,2,31,2000,
中山,石岐区,96.66,南,2,2,1,10,2000,
中山,南朗镇,102,北,3,2,2,34,2000,
中山,南朗镇,100,东南,3,2,2,34,2000,
中山,东凤镇,54,东南,3,2,1,30,2000,
中山,坦洲镇,98,东北,3,2,2,17,2000,
中山,石岐区,58.42,东南,1,1,1,24,2000,
中山,南朗镇,112,南,3,2,2,32,2000,
中山,火炬,85,南,2,2,1,34,2000,
中山,港口镇,123.6,南,3,2,2,33,2000,
中山,火炬,105,南,3,2,1,35,2000,
中山,东区,50,西,1,0,1,29,1999,
中山,石岐区,117,南,3,2,2,25,1980,
中山,南朗镇,129.24,南北,4,2,2,30,1980,
中山,坦洲镇,95,西北,3,2,2,28,1950,
中山,港口镇,117,西南,3,2,2,32,1950,
中山,西区,74,东,1,1,1,33,1900,
中山,火炬,93,东南,3,2,1,30,1900,
中山,黄圃镇,86,南,3,2,1,28,1900,
中山,石岐区,100,东南,2,2,2,6,1900,
中山,火炬,84,南北,3,2,1,33,1900,
中山,火炬,109,南,3,2,2,11,1900,
中山,石岐区,85,南,2,1,1,26,1900,
中山,坦洲镇,99,西南,3,2,1,18,1900,
中山,西区,85,北,2,2,1,18,1900,
中山,南朗镇,139.85,南,4,2,2,33,1900,
中山,三乡镇,142,东南,3,2,2,11,1900,
中山,东区,69,东南,2,2,1,15,1900,
中山,东升镇,111.7,南,3,2,2,31,1900,
中山,坦洲镇,80,东南,2,2,1,18,1900,
中山,东区,120,东南,3,2,2,30,1900,
中山,石岐区,41.16,南,2,2,1,8,1900,
中山,南区,93,南,3,2,1,32,1900,
中山,古镇镇,68,西南,1,1,1,21,1900,
中山,火炬,107,东北,3,2,2,25,1900,
中山,南头镇,143,南,3,2,2,6,1900,
中山,西区,93,南,2,2,1,11,1900,
中山,东区,104.84,南北,3,2,2,7,1900,
中山,火炬,113,南,3,2,2,18,1900,
中山,沙溪镇,75,西南,2,1,1,32,1900,
中山,沙溪镇,89,南北,3,2,1,16,1900,
中山,沙溪镇,116.8,南,3,2,2,18,1900,
中山,黄圃镇,95,南,3,2,2,32,1900,
中山,石岐区,100,南北,3,2,1,4,1900,
中山,坦洲镇,81.62,东北,2,2,1,24,1900,
中山,坦洲镇,91,东南,3,2,2,15,1900,
中山,南朗镇,108,南,3,2,2,33,1900,
中山,南朗镇,91,北,3,2,2,33,1900,
中山,港口镇,105,南,2,2,1,7,1900,
中山,港口镇,107.94,北,3,2,2,11,1900,
中山,坦洲镇,91.5,南北,3,2,2,18,1900,
中山,东区,94,南,3,2,1,33,1900,
中山,沙溪镇,50,南,3,2,2,18,1900,
中山,坦洲镇,83,东北,2,2,1,17,1900,
中山,西区,106.1,西南,3,2,2,10,1900,
中山,坦洲镇,152,南,4,2,2,9,1900,
中山,三角镇,116,南,3,2,2,31,1900,
中山,黄圃镇,97.94,南,3,2,1,18,1850,
中山,石岐区,66,南,2,2,1,24,1850,
中山,火炬,104,南,3,2,2,27,1850,
中山,火炬,89,南,2,2,1,34,1850,
中山,西区,74,西,1,1,1,33,1850,
中山,西区,56.7,西南,2,1,1,15,1800,
中山,火炬,113,东,3,2,2,18,1800,
中山,坦洲镇,95,东南,3,2,1,30,1800,
中山,火炬,83,南,3,2,1,33,1800,
中山,石岐区,93,西南,3,1,2,10,1800,
中山,西区,57,东南,1,1,1,15,1800,
中山,南头镇,98,南,3,2,2,17,1800,
中山,三乡镇,133.8,南,3,2,2,11,1800,
中山,南区,32.25,南,2,1,1,21,1800,
中山,南头镇,54,南,2,1,1,33,1800,
中山,火炬,95,北,3,2,1,17,1800,
中山,三角镇,106,南,4,2,2,18,1800,
中山,港口镇,126,东南,3,2,2,11,1800,
中山,三角镇,108.45,南北,3,2,1,17,1800,
中山,火炬,108,南,3,2,2,31,1800,
中山,东区,53,南,1,1,1,7,1800,
中山,坦洲镇,87,南,3,1,1,16,1800,
中山,阜沙镇,103,东南,3,2,2,26,1800,
中山,火炬,103,南,3,2,2,34,1800,
中山,火炬,89,东北,3,2,1,34,1800,
中山,三乡镇,71,南,2,2,1,24,1800,
中山,火炬,89,南,3,2,2,33,1800,
中山,东升镇,100,东南,3,2,2,17,1800,
中山,坦洲镇,100.38,西南,3,2,2,26,1800,
中山,坦洲镇,95,西南,3,2,2,6,1800,
中山,三角镇,120,南,3,2,2,17,1800,
中山,火炬,84.18,东北,2,2,1,33,1800,
中山,三乡镇,78,东南,3,2,1,12,1800,
中山,火炬,105.07,北,3,2,2,25,1800,
中山,西区,74,南,1,1,1,33,1800,
中山,火炬,89,南,2,2,1,16,1800,
中山,港口镇,86.5,南,2,2,1,28,1800,
中山,阜沙镇,103,南北,3,2,2,18,1800,
中山,三乡镇,78,南北,2,1,1,7,1800,
中山,港口镇,120,南北,3,2,2,9,1800,
中山,横栏镇,109.46,南,3,2,2,11,1800,
中山,南区,70.72,西南,3,1,1,9,1800,
中山,东升镇,80,东南,2,2,1,11,1800,
中山,沙溪镇,89,南,3,2,1,23,1800,
中山,西区,93,南,3,2,1,26,1800,
中山,火炬,107.25,南,3,2,2,34,1800,
中山,南朗镇,107,西,3,2,2,11,1800,
中山,南朗镇,102,西南,3,2,2,28,1800,
中山,南区,90,南,2,2,1,9,1800,
中山,石岐区,124,东南,3,2,2,6,1800,
中山,南朗镇,108,南,3,2,2,33,1800,
中山,东升镇,89,西北,3,2,2,18,1800,
中山,西区,57,南,2,2,1,21,1800,
中山,五桂山,89,西南,3,2,1,32,1800,
中山,东升镇,151,东南,4,2,2,6,1800,
中山,三乡镇,97,东南,2,2,2,12,1800,
中山,火炬,89,南,3,2,2,33,1800,
中山,南朗镇,89,南,2,1,1,11,1800,
中山,三角镇,92,东南,3,2,1,20,1800,
中山,沙溪镇,86,东,2,2,2,33,1800,
中山,黄圃镇,92,南,3,2,2,17,1800,
中山,三角镇,96,南,3,2,2,33,1800,
中山,火炬,105,北,3,2,2,25,1800,
中山,三角镇,92.03,北,3,2,1,20,1800,
中山,坦洲镇,92,西北,3,2,1,17,1800,
中山,火炬,110,南,3,2,2,6,1800,
中山,南区,82.38,东南,2,2,1,9,1800,
中山,南区,90,南北,3,2,2,9,1800,
中山,沙溪镇,104,南,3,2,2,7,1800,
中山,东区,80,南,2,2,1,18,1800,
中山,石岐区,80,北,2,2,1,6,1800,
中山,三乡镇,105,北东北,3,2,1,32,1800,
中山,三角镇,87,南,3,2,2,25,1800,
中山,三角镇,86,东南,3,2,1,32,1800,
中山,三角镇,96,东南,3,2,2,23,1800,
中山,五桂山,92,东,2,1,1,6,1800,
中山,南区,79,东北,2,2,1,9,1800,
中山,石岐区,85,东,3,1,2,15,1800,
中山,南区,109,南,3,2,2,17,1800,
中山,南区,115,东南,3,2,2,18,1800,
中山,三乡镇,136,东,4,2,2,33,1800,
中山,坦洲镇,110,东南,3,2,2,17,1800,
中山,东区,119,南,3,2,2,6,1800,
中山,西区,72,南,3,2,1,21,1800,
中山,民众镇,95,北,3,2,2,9,1800,
中山,南头镇,140,东南,4,2,2,6,1800,
中山,东区,110,南,3,2,2,7,1800,
中山,坦洲镇,90,东南,3,2,1,18,1800,
中山,火炬,114,南,3,2,2,6,1800,
中山,西区,102,东,3,2,2,6,1800,
中山,石岐区,98,南北,3,2,1,7,1800,
中山,横栏镇,86.14,东,2,2,1,18,1800,
中山,小榄镇,121,南,3,2,2,11,1800,
中山,坦洲镇,80,北,2,2,1,11,1800,
中山,西区,130,南,3,2,2,7,1800,
中山,东升镇,95,东,3,2,2,18,1800,
中山,火炬,115,东北,3,2,2,6,1800,
中山,三角镇,106.06,南,3,2,2,18,1800,
中山,石岐区,133.88,东南,3,2,2,35,1800,
中山,南区,94,南,3,2,2,18,1800,
中山,沙溪镇,120,南,3,2,2,6,1800,
中山,沙溪镇,118.59,南,3,2,2,17,1800,
中山,南头镇,103,南,3,2,2,17,1800,
中山,南区,70,南,2,2,1,25,1800,
中山,南区,80,东南,2,1,1,9,1800,
中山,石岐区,320,南,5,2,2,26,1800,
中山,黄圃镇,86,南,3,2,1,28,1800,
中山,港口镇,88,南,2,2,2,11,1800,
中山,西区,122.5,南,3,2,2,6,1800,
中山,南朗镇,104,北东北,3,2,2,21,1800,
中山,沙溪镇,90,西,3,2,1,18,1800,
中山,石岐区,42.4,北,2,0,0,4,1800,
中山,小榄镇,120,南,3,2,2,5,1800,
中山,沙溪镇,90,南,2,2,1,24,1800,
中山,东升镇,93,东南,3,2,2,11,1800,
中山,板芙镇,131.51,南,4,2,2,6,1800,
中山,沙溪镇,110,南,3,2,1,15,1800,
中山,阜沙镇,98,南北,3,1,2,16,1800,
中山,沙溪镇,53,南,3,2,2,21,1800,
中山,板芙镇,120,南,3,2,2,11,1800,
中山,石岐区,80,南,2,2,2,15,1800,
中山,三乡镇,45,南,2,1,2,11,1800,
中山,坦洲镇,88,东北,3,2,1,8,1800,
中山,火炬,90,南,3,2,1,32,1800,
中山,坦洲镇,86,西南,2,2,1,13,1800,
中山,三角镇,96,南,3,2,2,32,1800,
中山,南头镇,89,东南,3,2,1,27,1800,
中山,火炬,120,西南,4,2,2,35,1800,
中山,沙溪镇,110,北,3,2,2,11,1800,
中山,东区,50,北,2,1,1,18,1800,
中山,坦洲镇,132,北,3,2,2,17,1800,
中山,南区,62,南,2,2,1,21,1800,
中山,坦洲镇,51,东南,2,2,1,32,1800,
中山,石岐区,35,南,1,1,1,9,1800,
中山,石岐区,40,北,1,1,1,27,1800,
中山,南朗镇,111.74,南,3,2,2,33,1800,
中山,东升镇,116,东西北,3,2,2,17,1800,
中山,南区,133.23,南北,3,1,2,17,1800,
中山,横栏镇,93,北,3,2,1,18,1800,
中山,横栏镇,88,西,2,2,2,18,1800,
中山,三乡镇,95,北东北,2,2,1,28,1800,
中山,火炬,84,南,2,1,1,9,1800,
中山,东区,96.54,南,2,2,1,7,1800,
中山,东凤镇,89,西南,3,1,1,31,1800,
中山,西区,81,东南,2,2,1,31,1800,
中山,石岐区,85,西南,3,2,1,7,1800,
中山,西区,86.1,东南,2,2,1,32,1800,
中山,东凤镇,120,南北,3,1,2,6,1800,
中山,东区,127.45,南,4,2,2,7,1800,
中山,石岐区,49,南,1,1,1,27,1800,
中山,东区,75.36,南北,2,2,1,18,1800,
中山,石岐区,86,南,2,2,1,10,1800,
中山,阜沙镇,68,南,2,1,1,25,1800,
中山,西区,120,南北,3,2,2,6,1800,
中山,南朗镇,100,南,3,2,2,34,1800,
中山,南朗镇,90,东,3,2,2,33,1800,
中山,东区,46,南,1,1,1,19,1800,
中山,火炬,98,南北,3,2,2,30,1800,
中山,东凤镇,110,南,3,2,2,12,1800,
中山,火炬,111,南,3,2,2,26,1800,
中山,坦洲镇,72,南,2,2,1,18,1800,
中山,火炬,118,东,4,2,2,7,1800,
中山,南区,30,西南,2,1,1,21,1800,
中山,坦洲镇,61,东南,2,2,2,32,1800,
中山,南区,109,南,3,2,2,19,1800,
中山,三乡镇,91,西北,3,2,1,33,1800,
中山,三乡镇,102,南,3,2,2,30,1800,
中山,南区,93,北,2,2,1,23,1800,
中山,沙溪镇,92,东北,3,2,2,11,1800,
中山,三乡镇,110,南北,3,2,2,6,1800,
中山,火炬,50.79,南,2,2,1,20,1800,
中山,南朗镇,139,南,4,2,2,33,1800,
中山,坦洲镇,111,西北,3,2,2,17,1800,
中山,火炬,95.84,东北,2,2,2,12,1800,
中山,东凤镇,121,东南,4,2,2,35,1800,
中山,南区,105,东南,2,2,1,21,1800,
中山,阜沙镇,120,北,4,2,2,18,1800,
中山,南头镇,74,北,2,1,1,18,1750,
中山,三乡镇,107,东,3,2,1,18,1750,
中山,东区,49.49,东南,1,0,1,28,1730,
中山,东区,49.13,东南,1,0,1,28,1730,
中山,小榄镇,90,南,2,1,1,7,1700,
中山,南头镇,55.46,北,2,1,1,32,1700,
中山,东区,89,南,3,2,1,7,1700,
中山,港口镇,89,南,3,2,2,34,1700,
中山,火炬,130,南北,4,2,2,11,1700,
中山,火炬,98.38,南北,2,1,1,7,1700,
中山,东升镇,82,东南,2,2,1,11,1700,
中山,三角镇,89,南,3,2,1,26,1700,
中山,石岐区,97,北,3,2,2,18,1700,
中山,坦洲镇,85,东北,2,2,1,28,1700,
中山,石岐区,105,西南,3,2,2,11,1700,
中山,东升镇,90.81,南,3,2,2,18,1700,
中山,东升镇,77,南北,2,2,1,11,1700,
中山,火炬,81.38,东,2,2,1,11,1700,
中山,火炬,90,南,3,1,1,11,1700,
中山,阜沙镇,80,北,2,2,1,16,1700,
中山,沙溪镇,40,南,2,1,1,22,1700,
中山,沙溪镇,97,南北,3,2,1,15,1700,
中山,三角镇,82.5,北,3,2,2,15,1700,
中山,三角镇,43,北,2,1,1,19,1700,
中山,坦洲镇,58.33,南,2,1,1,17,1700,
中山,沙溪镇,40,南,2,2,1,21,1700,
中山,南朗镇,93,南,3,2,1,34,1700,
中山,西区,108,南北,3,2,2,7,1700,
中山,南区,64,西南,2,2,1,9,1700,
中山,坦洲镇,72,东北,2,2,1,18,1700,
中山,沙溪镇,73.99,南,2,2,1,32,1700,
中山,五桂山,109.16,东南,4,2,2,32,1700,
中山,港口镇,110,南,3,2,2,23,1700,
中山,坦洲镇,98,南北,3,2,2,18,1700,
中山,东区,46,东,1,1,1,19,1700,
中山,火炬,85,南,3,2,1,35,1700,
中山,石岐区,88,南,3,1,1,17,1700,
中山,南朗镇,93,南,3,2,1,33,1700,
中山,沙溪镇,40,北,2,2,1,18,1700,
中山,沙溪镇,95,东,2,2,1,7,1700,
中山,三角镇,96,东南,3,2,2,32,1700,
中山,西区,46.57,南,2,1,1,22,1700,
中山,沙溪镇,78,南,2,2,1,11,1700,
中山,黄圃镇,89,南,3,2,1,18,1700,
中山,东区,70,南,1,2,1,27,1700,
中山,石岐区,111,南北,3,2,2,11,1700,
中山,三角镇,89,南,3,2,1,26,1700,
中山,横栏镇,94,东,4,2,2,6,1700,
中山,火炬,87,北,2,2,1,9,1700,
中山,石岐区,45,西,1,0,1,27,1700,
中山,沙溪镇,93,南,3,2,2,11,1700,
中山,黄圃镇,110,南,3,2,2,17,1700,
中山,坦洲镇,94,西北,3,2,1,17,1700,
中山,三角镇,75,北,2,2,1,17,1700,
中山,沙溪镇,82.83,南北,2,2,1,17,1700,
中山,火炬,109,东南,3,2,2,11,1700,
中山,火炬,113.2,南,4,2,2,33,1700,
中山,黄圃镇,86,南,2,2,1,11,1700,
中山,火炬,130,西,4,1,2,11,1700,
中山,三角镇,66,南,3,2,1,11,1700,
中山,阜沙镇,80,南北,2,2,1,16,1700,
中山,西区,100,南,3,2,1,6,1700,
中山,火炬,88,南北,2,2,1,30,1700,
中山,港口镇,86,南,2,2,1,28,1700,
中山,东区,81.84,南,3,2,1,7,1700,
中山,古镇镇,56,南北,3,1,2,19,1700,
中山,南区,70,西南,2,2,1,9,1700,
中山,石岐区,97,南北,3,2,2,6,1700,
中山,港口镇,111.54,南,3,2,2,11,1700,
中山,石岐区,80,南北,2,2,1,7,1700,
中山,东区,55,南,1,1,1,29,1700,
中山,沙溪镇,116,南北,3,2,1,24,1680,
中山,石岐区,85,南,2,1,1,7,1650,
中山,火炬,110,南,3,2,2,6,1650,
中山,石岐区,41.33,南,1,0,1,19,1650,
中山,火炬,91,南,3,2,2,11,1650,
中山,三乡镇,78,南,2,2,1,15,1650,
中山,东区,83,南,2,2,1,7,1650,
中山,南区,89,东南,3,2,1,17,1650,
中山,坦洲镇,80.6,南,2,2,1,31,1650,
中山,东区,47.27,东南,1,1,1,28,1630,
中山,火炬,102.85,南,3,2,2,17,1600,
中山,坦洲镇,86,南北,3,2,1,17,1600,
中山,西区,70,南,2,2,2,6,1600,
中山,南区,60.49,南,2,1,1,17,1600,
中山,石岐区,50.38,东,1,0,0,4,1600,
中山,大涌镇,42,南,2,1,2,12,1600,
中山,三角镇,96,南,3,2,2,32,1600,
中山,火炬,82,南,2,2,1,9,1600,
中山,西区,38.61,北,1,1,1,25,1600,
中山,东凤镇,80,东南,2,2,1,30,1600,
中山,阜沙镇,80,南,2,2,1,18,1600,
中山,三乡镇,102.19,南,3,2,2,11,1600,
中山,东凤镇,60,东南,2,1,1,20,1600,
中山,西区,120,北,3,2,2,7,1600,
中山,横栏镇,73,东北,2,2,1,14,1600,
